title,text,file
Hadoop : Submarine Project Spin-Off to TLP Proposal Initial PMC,"Wangda Tan (wangda at apache dot org) (Hadoop PMC)Xun Liu (liuxun at apache dot org) (Zeppelin Committer)Sunil Govind (sunilg at apache dot org) (Hadoop PMC)Zhankun Tang (ztang at apache dot org) (Hadoop Committer)Zac Zhou (zhouquan at apache dot org) (Hadoop Committer)Owen O'Malley (omalley at apache dot org) (Ambari PMC, Apsite Committer, Bigtop Committer, Chukwa Committer, Giraph PMC, Hadoop PMC, Hawq Committer, Helix PMC, Hive PMC, Iceberg Committer, Incubator PMC, Kafa Committer, Knox PMC, Kylin PMC, member, Metron Committer, Orc PMC, PMC Chairs, Ranger PMC, Reef, Tez PMC) We’d like to propose Wangda Tan as the initial VP for the Submarine project.",../data/confluence_exports/HADOOP/Submarine-Project-Spin-Off-to-TLP-Proposal_127405318.html
Hadoop : Submarine Project Spin-Off to TLP Proposal Initial Committers,"Szilard Nemeth (snemeth at apache dot org) (Hadoop Committer)Jeff Zhang (zjffdu at apache dot org) (Member, Incubator,  Livy Committer, Pig Committer, Tez PMC, Zeppelin PMC)Yanbo Liang (yliang at apache dot org) (Spark PMC)Naganarasimha Garla (naganarasimha_gr at apache dot org) (Hadoop PMC)Devaraj K (devaraj at apache dot org) (Hadoop PMC)Rakesh Radhakrishnan (rakeshr at apache dot org) (bookkeeper PMC, Hadoop PMC, incubator, Mnemonic PMC, Zookeeper PMC)Vinayakumar B (vinayakumarb at apache dot org) (Hadoop PMC, incubator PMC)Ayush Saxena (ayushsaxena at apache dot org) (Hadoop Committer)Bibin Chundatt (bibinchundatt at apache dot org) (Hadoop PMC)Bharat Viswanadham (bharat at apache dot org) (Hadoop PMC)Brahma Reddy Battula (brahma at apache dot org)) (Hadoop PMC)Abhishek Modi (abmodi at apache dot org) (Hadoop Committer)Wei-Chiu Chuang (weichiu at apache dot org) (Hadoop PMC)Junping Du (junping_du at apache dot org) (Hadoop PMC, member)Rohith Sharma K S (rohithsharmaks@apache.org) (Hadoop PMC)Zhe Zhang (zhz@apache.org) (Hadoop PMC)Sammi Chen (sammichen@apache.org) (Hadoop PMC)Jian He (jianhe@apache.org) (Hadoop PMC)Varun Saxena (varunsaxena@apache.org) (Hadoop PMC)Chen Liang (cliang@apache.org) (Hadoop Committer)Plus All initial PMC members",../data/confluence_exports/HADOOP/Submarine-Project-Spin-Off-to-TLP-Proposal_127405318.html
Hadoop : Submarine Project Spin-Off to TLP Proposal Affiliations,"The initial PMC is employed at Cloudera, NetEase, LinkedIn The initial committers are employed by Cloudera, NetEase, LinkedIn, Alibaba, Facebook, Tencent, Intel, Huawei For anybody who wants to be included in this list, please let us know publicly during the proposal voting time.",../data/confluence_exports/HADOOP/Submarine-Project-Spin-Off-to-TLP-Proposal_127405318.html
Hadoop : Hadoop 2.8.0 Release Blocker/Critical (2.8.0):,"JIRA NumberPriorityAssigneeStatusDescriptionHDFS-10684BlockerJohn ZhugeDONEWebHDFS DataNode calls fail without parameter createparentHDFS-11180BlockerAkira AjisakaDONEIntermittent deadlock in NameNode when failover happensYARN-5184BlockerSangjin LeeDONEFix up incompatible changes introduced on ContainerStatus and NodeReportYARN-5559BlockerAkira AjisakaDONEAnalyse 2.8.0/3.0.0 jdiff reports and fix any issuesYARN-3866BlockerWangda TanDONEAM-RM protocol changes to support container resizing (break API compatibility)YARN-6029CriticalTao YangDONECapacityScheduler deadlock when ParentQueue#getQueueUserAclInfo is called by Thread_A at the moment thatThread_B calls LeafQueue#assignContainers to release a reserved containerYARN-6068BlockerJunping DuDONELog aggregation get failed when NM restart even with recoveryYARN-6072BlockerAjith SRM unable to start in secure modeMAPREDUCE-6816BlockerShen YinjieDONEProgress bars in Web UI always at 100%YARN-5709CriticalKarthik KambatlaDONECleanup leader election configs and pluggabilityHADOOP-13250CriticalVinod Kumar VavilapalliMOVE TO LATERjdiff and dependency reports aren't linked in site web pagesHDFS-8674CriticalDaryn SharpDONEImprove performance of postponed block scansHADOOP-13826CriticalSean MackroryDONES3A Deadlock in multipart copy due to thread pool limits.HDFS-11209CriticalXiaoyu YaoMOVE TO LATERSNN can't checkpoint when rolling upgrade is not finalized  For details, please refer:https://s.apache.org/6kwx",../data/confluence_exports/HADOOP/Hadoop-2.8.0-Release_68721069.html
Hadoop : Hadoop 2.8.0 Release TODOsbefore RC,"TODO itemStatus - 1/4/2017Current StatusAll blockers target for 2.8.0 are landed.DONEDONEAll JIRAs with fixVersion 2.8 get landed in branch-2.874 JIRAs identified that no patch landedDONEAll JIRAs with fixVersion 2.7.1, 2.7.2, 2.7.3 have fix version of 2.8.0352 JIRAs identified that not marked with 2.8.0.DONEAll JIRAs with fixVersion of 2.7.1, 2.7.2 and 2.7.3 get landed in branch-2.817 JIRAs from 2.7.1 have no patch landed in 2.8.08 JIRAs from 2.7.2 have no patch landed in 2.8.016 JIRAs from 2.7.3 have no patch landed in 2.8.0DONE",../data/confluence_exports/HADOOP/Hadoop-2.8.0-Release_68721069.html
Hadoop : Hadoop 2.8.0 Release Important Features & Improvements:,"JIRA IDFeature DescriptionJIRA IDFeature DescriptionHADOOP-12909Support async call retry and failover which can be used in async DFSimplementation with retry effort.HDFS-9239DataNode Lifeline Protocol: an alternative protocol for reporting DataNodeliveness. This can prevent the NameNode from incorrectly marking DataNodesas stale or dead in highly overloaded clusters where heartbeat processingis suffering delays.HADOOP-12691HADOOP-13008XFS Filter support in UIs. Cross Frame Scripting (XFS) prevention for UIs can be provided througha common servlet filter.HDFS-9184Logging HDFS operation's caller context into audit logsHADOOP-12723HADOOP-12548HADOOP-12537S3A improvements: add ability to plug in any AWSCredentialsProvider,support read s3a credentials from hadoop credential provider API inaddition to XML configuraiton files, support Amazon STS temporarycredentialsHDFS-9945A new Datanode command for evicting writers which is useful when data nodedecommissioning is blocked by slow writers.HADOOP-12635WASB improvements: adding append API supportYARN-3458NodeManager CPU resource monitoring in Windows.HADOOP-11731HADOOP-12651Build enhancements: replace dev-support with wrappers to Yetus,provide a docker based solution to setup a build environment,remove CHANGES.txt and rework the change log and release notes.YARN-41NM shutdown more graceful: NM will unregister to RM immediately rather thanwaiting for timeout to be LOST (if NM work preserving is not enabled).HADOOP-9477Add posixGroups support for LDAP groups mapping service.YARN-261Add ability to fail a specific AM attempt in scenario of AM attempt get stuck.HADOOP-13037Support integration with Azure Data Lake (ADL) as an alternativeHadoop-compatible file system.YARN-4349CallerContext support in YARN audit log.HDFS-9711HDFS-8155HDFS-9057WebHDFS enhancements: integrate CSRF prevention filter in WebHDFS,support OAuth2 in WebHDFS, disallow/allow snapshots via WebHDFSYARN-3623ATS versioning support: a new configuration to indicate timeline service version.HDFS-9804Allow long-running Balancer to login with keytabMAPREDUCE-6304Allow node labels get specificed in submitting MR jobsHDFS-9835Add ReverseXML processor which reconstructs an fsimage from an XML file.This will make it easy to create fsimages for testing, and manually editfsimages when there is corruptionMAPREDUCE-6415Add a new tool to combine aggregated logs into HAR filesHDFS-9244Support nested encryption zones",../data/confluence_exports/HADOOP/Hadoop-2.8.0-Release_68721069.html
Hadoop : Hadoop 2.8.0 Release Number of Patches,ProjectNumber of Patches Not Released Before (not include 3.0.0-alphaX)Number of Patches Since 2.7.0COMMON655774HDFS9601137MAPREDUCE170232YARN585774TOTAL23702917,../data/confluence_exports/HADOOP/Hadoop-2.8.0-Release_68721069.html
Hadoop : Git And Hadoop Key Git Concepts,"The key concepts of Git. Git doesn't store changes, it snapshots the entire source tree. Good for fast switch and rollback, bad for binaries. (as an enhancement, if a file hasn't changed, it doesn't re-replicate it).Git stores all ""events"" as SHA1 checksummed objects; you have deltas, tags and commits, where a commit describes the status of items in the tree.Git is very branch centric; you work in your own branch off local or central repositoriesYou had better enjoy merging.  GitHubprovide some good lessons on git athttp://learn.github.com Apache serves up read-only Git versions of their source athttp://git.apache.org/. Committers can commit changes to writable Git repository. Seehttps://wiki.apache.org/hadoop/HowToCommit",../data/confluence_exports/HADOOP/Git-And-Hadoop_89071914.html
Hadoop : Git And Hadoop Checking out the source,"You need a copy of git on your system. Some IDEs ship with Git support; this page assumes you are using the command line.Clone a local Git repository from the Apache repository. The Hadoop subprojects (common, HDFS, and MapReduce) live inside a combined repository called `hadoop.git`. git clone https://gitbox.apache.org/repos/asf/hadoop.git  The total download is a few hundred MB, so the initial checkout process works best when the network is fast. Once downloaded, Git works offline -though you will need to perform your initial builds online so that the build tools can download dependencies.",../data/confluence_exports/HADOOP/Git-And-Hadoop_89071914.html
Hadoop : Git And Hadoop Grafts for complete project history,"The Hadoop project has undergone some movement in where its component parts have been versioned. Because of that, commands like `git log --follow` needs to have a little help. To graft the history back together into a coherent whole, insert the following contents intohadoop/.git/info/grafts: # Project split
5128a9a453d64bfe1ed978cf9ffed27985eeef36 6c16dc8cf2b28818c852e95302920a278d07ad0c
6a3ac690e493c7da45bbf2ae2054768c427fd0e1 6c16dc8cf2b28818c852e95302920a278d07ad0c
546d96754ffee3142bcbbf4563c624c053d0ed0d 6c16dc8cf2b28818c852e95302920a278d07ad0c
# Project un-split in new writable git repo
a196766ea07775f18ded69bd9e8d239f8cfd3ccc 928d485e2743115fe37f9d123ce9a635c5afb91a
cd66945f62635f589ff93468e94c0039684a8b6d 77f628ff5925c25ba2ee4ce14590789eb2e7b85b You can then use commands likegit blame --followwith success.",../data/confluence_exports/HADOOP/Git-And-Hadoop_89071914.html
Hadoop : Git And Hadoop Forking onto GitHub,"You can create your own fork of the ASF project. This is required if you want to contribute patches by submitting pull requests. However you can choose to skip this step and attach patch files directly on Apache Jiras. Create a GitHub login athttp://github.com/; Add your public SSH keysGo tohttps://github.com/apache/hadoop/Click fork in the github UI. This gives you your own repository URL.In the existing clone, add the new repository: git remote add -f github git@github.com:MYUSERNAMEHERE/hadoop.git This gives you a local repository with two remote repositories:originandgithub.originhas the Apache branches, which you can update whenever you want to get the latest ASF version: git checkout -b trunk origin/trunk
 git pull origin Your own branches can be merged with trunk, and pushed out to GitHub. To generate patches for attaching to Apache JIRAs, check everything in to your specific branch, merge that with (a recently pulled) trunk, then diff the two: git diff trunk > ../hadoop-patches/HADOOP-XYX.patch",../data/confluence_exports/HADOOP/Git-And-Hadoop_89071914.html
Hadoop : Git And Hadoop Branching,"Git makes it easy to branch. The recommended process for working with Apache projects is: one branch per JIRA issue. That makes it easy to isolate development and track the development of each change. It does mean if you have your own branch that you release, one that merges in more than one issue, you have to invest some effort in merging everything in. Try not to make changes in different branches that are hard to merge, and learn your way round the git rebase command to handle changes across branches. Better yet: do not use rebase once you have created a chain of branches that each depend on each other",../data/confluence_exports/HADOOP/Git-And-Hadoop_89071914.html
Hadoop : Git And Hadoop Creating the branch,"Creating a branch is quick and easy #start off in the apache trunk
git checkout trunk
#create a new branch from trunk
git branch HDFS-775
#switch to it
git checkout HDFS-775
#show what's branch you are in
git branch Remember, this branch is local to your machine. Nobody else can see it until you push up your changes or generate a patch, or you make your machine visible over the network to interested parties.",../data/confluence_exports/HADOOP/Git-And-Hadoop_89071914.html
Hadoop : Git And Hadoop Creating Patches for attachment to JIRA issues,"Assuming your trunk repository is in sync with the Apache projects, you can usegit diffto create a patch file.First, have a directory for your patches: mkdir ../hadoop-patches Then generate a patch file listing the differences between your trunk and your branch git diff trunk > ../hadoop-patches/HDFS-775-1.patch The patch file is an extended version of the unified patch format used by other tools; type {{{git help diff}}} to get more details on it. Here is what the patch file in this example looks like$ cat ../outgoing/HDFS-775-1.patch diff --git src/java/org/apache/hadoop/hdfs/server/datanode/FSDataset.java src/java/org/apache/hadoop/hdfs/server/datanode/FSDataset.java
index 42ba15e..6383239 100644
--- src/java/org/apache/hadoop/hdfs/server/datanode/FSDataset.java
+++ src/java/org/apache/hadoop/hdfs/server/datanode/FSDataset.java
@@ -355,12 +355,14 @@ public class FSDataset implements FSConstants, FSDatasetInterface {
       return dfsUsage.getUsed();
     }

+    /**
+     * Calculate the capacity of the filesystem, after removing any
+     * reserved capacity.
+     * @return the unreserved number of bytes left in this filesystem. May be zero.
+     */
     long getCapacity() throws IOException {
-      if (reserved > usage.getCapacity()) {
-        return 0;
-      }
-
-      return usage.getCapacity()-reserved;
+      long remaining = usage.getCapacity() - reserved;
+      return remaining > 0 ? remaining : 0;
     }

     long getAvailable() throws IOException {",../data/confluence_exports/HADOOP/Git-And-Hadoop_89071914.html
Hadoop : Git And Hadoop Updating your patch,"If your patch is not immediately accepted, do not be offended: it happens to us all. It introduces a problem: your branches become out of date. You need to check out the latest apache version, merge your branches with it, and then push the changes back to GitHub. git checkout trunk
 git pull apache
 git checkout mybranch
 git merge trunk
 git push github mybranch Your branch is up to date, and new diffs can be created and attached to patches.",../data/confluence_exports/HADOOP/Git-And-Hadoop_89071914.html
Hadoop : Git And Hadoop Deriving Branches from Branches,"If you have one patch that depends upon another, you should have a separate branch for each one. Simply merge the changes from the first branch into the second, so that it is always kept up to date with the first changes. To create a patch file for submission as a JIRA patch, do a diff between the two branches, not against trunk.do not play with rebasing once you start doing this as you will make merging a nightmare",../data/confluence_exports/HADOOP/Git-And-Hadoop_89071914.html
Hadoop : Git And Hadoop What to do when your patch is committed,"Once your patch is committed into Git, you do not need the branch any more. You can delete it straight away, but it is safer to verify the patch is completely merged in. Pull down the latest release and verify that the patch branch is synchronized git checkout trunk
 git pull apache
 git checkout mybranch
 git merge trunk
 git diff trunk The output of the last command should be nothing: the two branches should be identical. You can then prove to git that this is true by switching back to the trunk branch and merging in the branch, an operation which will not change the source tree, but update git's branch graph. git checkout trunk
 git merge mybranch Now you can delete the branch without being warned by git git branch -d mybranch Finally, propagate that deletion to your private github repository git push github --delete mybranch",../data/confluence_exports/HADOOP/Git-And-Hadoop_89071914.html
Hadoop : Secure DataNode Privileged Resources,"Because the DataNode data transfer protocol does not use the Hadoop RPC framework, DataNodes must authenticate themselves using privileged ports which are specified by dfs.datanode.address and dfs.datanode.http.address. This authentication is based on the assumption that the attacker won’t be able to get root privileges on DataNode hosts. When you execute the hdfs datanode command as root, the server process binds privileged ports at first, then drops privilege and runs as the user account specified by HDFS_DATANODE_SECURE_USER. This startup process usesthe jsvc programinstalled to JSVC_HOME. You must specify HDFS_DATANODE_SECURE_USER and JSVC_HOME as environment variables on start up (in hadoop-env.sh).",../data/confluence_exports/HADOOP/Secure-DataNode_75956973.html
Hadoop : Secure DataNode SASL RPC,"As of version 2.6.0, SASL can be used to authenticate the data transfer protocol. In this configuration, it is no longer required for secured clusters to start the DataNode as root using jsvc and bind to privileged ports. To enable SASL on data transfer protocol, set dfs.data.transfer.protection in hdfs-site.xml, set a non-privileged port for dfs.datanode.address, set dfs.http.policy to HTTPS_ONLY and make sure the HDFS_DATANODE_SECURE_USER environment variable is not defined. Note that it is not possible to use SASL on data transfer protocol if dfs.datanode.address is set to a privileged port. This is required for backwards-compatibility reasons. In order to migrate an existing cluster that used root authentication to start using SASL instead, first ensure that version 2.6.0 or later has been deployed to all cluster nodes as well as any external applications that need to connect to the cluster. Only versions 2.6.0 and later of the HDFS client can connect to a DataNode that uses SASL for authentication of data transfer protocol, so it is vital that all callers have the correct version before migrating. After version 2.6.0 or later has been deployed everywhere, update configuration of any external applications to enable SASL. If an HDFS client is enabled for SASL, then it can connect successfully to a DataNode running with either root authentication or SASL authentication. Changing configuration for all clients guarantees that subsequent configuration changes on DataNodes will not disrupt the applications. Finally, each individual DataNode can be migrated by changing its configuration and restarting.",../data/confluence_exports/HADOOP/Secure-DataNode_75956973.html
Hadoop : Hadoop 3.1 Release Blocker/Critical for 3.1.4:,"КлючТемаТип запросаСозданОбновленныйДлительностьИсполнительАвторПриоритетСтатусРезолюцияHADOOP-16754Fix docker failed to build yetus/hadoopдек 09, 2019июл 03, 2020Kevin SuKevin SuResolvedFixedHADOOP-16907Update Netty to 4.1.46Finalмар 04, 2020мар 10, 2020Wei-Chiu ChuangWei-Chiu ChuangResolvedDuplicateHADOOP-16891Upgrade jackson-databind to 2.9.10.3фев 27, 2020мар 04, 2020Siyao MengSiyao MengResolvedFixedHADOOP-16882Update jackson-databind to 2.9.10.2 in branch-3.1, branch-2.10фев 25, 2020фев 29, 2020Lisheng SunWei-Chiu ChuangResolvedFixedHDFS-15181Webhdfs getTrashRoot() causes internal AccessControlExceptionфев 18, 2020фев 19, 2020Kihwal LeeKihwal LeeResolvedDuplicateHDFS-15012NN fails to parse Edit logs after applying HDFS-13101ноя 25, 2019дек 18, 2019Shashikant BanerjeeEric LinResolvedFixedHDFS-15186Erasure Coding: Decommission may generate the parity block's content with all 0 in some caseфев 20, 2020янв 04, 2022Yao GuangdongYao GuangdongResolvedFixedHDFS-15293Relax the condition for accepting a fsimage when receiving a checkpointапр 21, 2020июн 10, 2021Chen LiangChen LiangResolvedFixedYARN-10347Fix double locking in CapacityScheduler#reinitialize in branch-3.1июл 08, 2020июл 14, 2020Masatake IwasakiMasatake IwasakiResolvedFixedHADOOP-16949pylint fails in the build environmentмар 30, 2020апр 04, 2020Akira AjisakaAkira AjisakaResolvedFixedАутентификациядля получения проблемОтображение 10 изПроблем: 11",../data/confluence_exports/HADOOP/Hadoop-3.1-Release_144511191.html
Hadoop : Hadoop 3.1 Release Issues with fixed version 3.1.4,"КлючТемаТип запросаСозданОбновленныйДлительностьИсполнительАвторПриоритетСтатусРезолюцияHDFS-14509DN throws InvalidToken due to inequality of password when upgrade NN 2.x to 3.xмая 23, 2019окт 12, 2022Yuxuan WangYuxuan WangResolvedFixedHADOOP-17014Upgrade jackson-databind to 2.9.10.4апр 26, 2020окт 25, 2021Siyao MengSiyao MengResolvedFixedHADOOP-16109Parquet reading S3AFileSystem causes EOFфев 13, 2019июл 02, 2021Steve LoughranDave ChristiansonResolvedFixedHADOOP-16776backport HADOOP-16775: distcp copies to s3 are randomly corruptedдек 23, 2019дек 04, 2020Amir ShenavandehAmir ShenavandehResolvedFixedHADOOP-16754Fix docker failed to build yetus/hadoopдек 09, 2019июл 03, 2020Kevin SuKevin SuResolvedFixedHADOOP-16982Update Netty to 4.1.48.Finalапр 13, 2020апр 16, 2020Lisheng SunWei-Chiu ChuangResolvedFixedHADOOP-16891Upgrade jackson-databind to 2.9.10.3фев 27, 2020мар 04, 2020Siyao MengSiyao MengResolvedFixedHADOOP-16882Update jackson-databind to 2.9.10.2 in branch-3.1, branch-2.10фев 25, 2020фев 29, 2020Lisheng SunWei-Chiu ChuangResolvedFixedYARN-10055bower install failsдек 23, 2019дек 23, 2019Akira AjisakaAkira AjisakaResolvedFixedHDFS-14910Rename Snapshot with Pre Descendants Fail With IllegalArgumentException.окт 17, 2019окт 24, 2019Wei-Chiu ChuangÍñigo GoiriResolvedFixedАутентификациядля получения проблемОтображение 10 изПроблем: 309",../data/confluence_exports/HADOOP/Hadoop-3.1-Release_144511191.html
Hadoop : Try out Ozone Build From Git Repo,"Get the Apache Ozone source code from the Apache Git repository. Then check out trunk and build it with thehddsMaven profile enabled. git clone https://github.com/apache/ozone.git
  cd hadoop-ozone
  mvn clean install -DskipTests=true -Dmaven.javadoc.skip=true -Pdist -Dtar -DskipShade Initial compilation may take over 30 minutes as Maven downloads dependencies.-DskipShadeis optional - it makes compilation faster for development. This will give you a tarball in your distribution directory. Here is an example of the tarball that will be generated. hadoop-ozone/dist/target/ozone-0.5.0-SNAPSHOT.tar.gz",../data/confluence_exports/HADOOP/Try-out-Ozone_93325864.html
Hadoop : Try out Ozone Build From a Source Release,"Download and extract a source tarball fromhttps://ozone.apache.org/downloads/E.g. tar xf ozone-1.2.1-src.tar.gz
  cd ozone-1.2.1-src/
  mvn clean install -DskipTests=true -Dmaven.javadoc.skip=true -Pdist -Dtar -DskipShade",../data/confluence_exports/HADOOP/Try-out-Ozone_93325864.html
Hadoop : Try out Ozone Download Binary Release,"Download and extract a binary release fromhttps://ozone.apache.org/downloads/E.g. tar xf ozone-1.2.1.tar.gz
  cd ozone-1.2.1/",../data/confluence_exports/HADOOP/Try-out-Ozone_93325864.html
Hadoop : Try out Ozone Start Cluster Using Docker,"If you downloaded or built a source release, run the following commands to start an Ozone cluster in docker containers with 3 datanodes. cd hadoop-ozone/dist/target/ozone-*-SNAPSHOT/compose/ozone
  docker-compose up -d --scale datanode=3  If you downloaded a binary release, run the following instead., cd compose/ozone
  docker-compose up -d --scale datanode=3  For more docker-compose commands, please check the end of theGetting started with dockerguide To Shutdown the cluster, please run the commanddocker-compose down",../data/confluence_exports/HADOOP/Try-out-Ozone_93325864.html
